Title,Company,Experience,Location,Salary,Salary (L),min Salary (L),max Salary (L),avg salary (L),Experience (yrs),min Experience (yrs),max Experience (yrs),avg Experience (yrs)
Business Analyst,Innominds Software,8-13 Yrs,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",15-25 Lacs PA,15-25 ,15,25 ,20.0,8-13 ,8,13 ,10.5
Business Analyst (Remote),Krazy Mantra,5-8 Yrs,Bangalore/Bengaluru,10-16 Lacs PA,10-16 ,10,16 ,13.0,5-8 ,5,8 ,6.5
Business Analyst,Vuca Consulting,2-5 Yrs,"Mangaluru/ Mangalore, Karnataka, Bangalore Rural, Karnataka, Bangalore/ Bengaluru, Karnataka",5-8 Lacs PA,5-8 ,5,8 ,6.5,2-5 ,2,5 ,3.5
Business Analyst (Smart manufacturing) -- Bangalore,Prompt Career Consultants,3-5 Yrs,"Bangalore/ Bengaluru, Karnataka",5-9 Lacs PA,5-9 ,5,9 ,7.0,3-5 ,3,5 ,4.0
Business Analyst,I - Insight Consulting,3-4 Yrs,"Hybrid - Bangalore/ Bengaluru, Karnataka",22.5-30 Lacs PA,22.5-30 ,22.5,30 ,26.25,3-4 ,3,4 ,3.5
Cybersecurity Analyst --Imperva-Sabnam,Buzzworks Business Services,4-6 Yrs,"Hybrid - Bangalore Rural, Karnataka",10-15 Lacs PA,10-15 ,10,15 ,12.5,4-6 ,4,6 ,5.0
Business Analyst | MSME Lending NBFC,unnati,1-4 Yrs,Bangalore/Bengaluru,5-6 Lacs PA,5-6 ,5,6 ,5.5,1-4 ,1,4 ,2.5
Scrum Master - Business Analyst | DocuSign,Talent500,3-6 Yrs,"Bangalore/ Bengaluru, Karnataka",12-22 Lacs PA,12-22 ,12,22 ,17.0,3-6 ,3,6 ,4.5
IDQ/IDE Senior developer,Wipro,4-8 Yrs,"Hyderabad/ Secunderabad, Telangana",4.5-8 Lacs PA,4.5-8 ,4.5,8 ,6.25,4-8 ,4,8 ,6.0
Business Analyst (Trading / Endur) | Bangalore,On Demand Agility Software,5-10 Yrs,Hybrid - Bangalore/Bengaluru(Mahadeva Kodigehalli),20-30 Lacs PA,20-30 ,20,30 ,25.0,5-10 ,5,10 ,7.5
Business Analyst,Ace Micromatic Manufacturing Intelligence Technologies Pvt. Ltd.,3-5 Yrs,Bangalore/Bengaluru,7-9 Lacs PA,7-9 ,7,9 ,8.0,3-5 ,3,5 ,4.0
Manager Business Analyst,Adecco Group,1-4 Yrs,Bangalore/Bengaluru,10-15 Lacs PA,10-15 ,10,15 ,12.5,1-4 ,1,4 ,2.5
Business Analyst,Adecco Group,1-4 Yrs,Bangalore/Bengaluru,4-9 Lacs PA,4-9 ,4,9 ,6.5,1-4 ,1,4 ,2.5
Business Analyst,AXIS DIRECT,5-10 Yrs,"Navi Mumbai, Maharashtra",15-20 Lacs PA,15-20 ,15,20 ,17.5,5-10 ,5,10 ,7.5
Business Analyst,Evolute Fintech Innovation private LTD,2-5 Yrs,Bangalore/Bengaluru,7-9 Lacs PA,7-9 ,7,9 ,8.0,2-5 ,2,5 ,3.5
Business Analyst,Asesa Soft,2-4 Yrs,Pune,3-5 Lacs PA,3-5 ,3,5 ,4.0,2-4 ,2,4 ,3.0
Business Analyst,Serverpoet Tech Solution,1-3 Yrs,"Jaipur, Rajasthan",90000-3 Lacs PA,0.9-3 ,0.9,3 ,1.95,1-3 ,1,3 ,2.0
Business Analyst,de Facto Infotech Pvt Ltd,5-7 Yrs,"Mohali, Punjab",4-8 Lacs PA,4-8 ,4,8 ,6.0,5-7 ,5,7 ,6.0
Business Analyst,Digital Mapout Solutions,5-7 Yrs,"Hybrid - Hyderabad/ Secunderabad, Telangana, Chennai",7-9 Lacs PA,7-9 ,7,9 ,8.0,5-7 ,5,7 ,6.0
HPLC Analyst,Arbro Pharmaceuticals,2-5 Yrs,Bahadurgarh,2-3 Lacs PA,2-3 ,2,3 ,2.5,2-5 ,2,5 ,3.5
Tcs is hiring For BigData Developers,Tata Consultancy Services (TCS),3-8 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5-15 Lacs PA,5-15 ,5,15 ,10.0,3-8 ,3,8 ,5.5
Embrodery Digitiser,Hitech Placements,0-2 Yrs,Pune,2-3 Lacs PA,2-3 ,2,3 ,2.5,0-2 ,0,2 ,1.0
"Lead Visualization Engineer-US Based MNC-Bangalore,Hyderabad,Gurgaon",Selective Global Search,5-10 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",20-25 Lacs PA,20-25 ,20,25 ,22.5,5-10 ,5,10 ,7.5
"Lead Visualization Engineer-US Based MNC-Bangalore,Hyderabad,Gurgaon",Selective Global Search,5-10 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",20-25 Lacs PA,20-25 ,20,25 ,22.5,5-10 ,5,10 ,7.5
Senior Talend/ Cloud ETL Engineer - Pune - Rudder Analytics,Rudder Analytics,3-6 Yrs,Temp. WFH - Pune,8-16 Lacs PA,8-16 ,8,16 ,12.0,3-6 ,3,6 ,4.5
MLOps Engineer,Awone Datasciences,2-4 Yrs,"Hyderabad/ Secunderabad, Telangana, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",6-16 Lacs PA,6-16 ,6,16 ,11.0,2-4 ,2,4 ,3.0
Consultant - Software Engineer,Indiaexcite It Solutions,5-8 Yrs,Bangalore/Bengaluru,15-22.5 Lacs PA,15-22.5 ,15,22.5 ,18.75,5-8 ,5,8 ,6.5
Principal - Software Engineer,Indiaexcite It Solutions,9-13 Yrs,Bangalore/Bengaluru,20-32.5 Lacs PA,20-32.5 ,20,32.5 ,26.25,9-13 ,9,13 ,11.0
Product Engineer Full Stack Java Developer,Makonis,3-8 Yrs,"Bangalore/ Bengaluru, Karnataka",5.5-12 Lacs PA,5.5-12 ,5.5,12 ,8.75,3-8 ,3,8 ,5.5
Chemical/Process Engineer,Simreka,3-8 Yrs,"Bangalore/ Bengaluru, Karnataka(7th Phase JP Nagar)",4-9 Lacs PA,4-9 ,4,9 ,6.5,3-8 ,3,8 ,5.5
Water Resource Engineers,Araa Technologies,0-5 Yrs,Hybrid - Chennai(Adyar),5-10 Lacs PA,5-10 ,5,10 ,7.5,0-5 ,0,5 ,2.5
Power BI Snowflake @Ness digital engineering,Ness,5-7 Yrs,"Hyderabad/ Secunderabad, Telangana",10-15 Lacs PA,10-15 ,10,15 ,12.5,5-7 ,5,7 ,6.0
Machine Learning Engineer at an Innovative AI Startup,Mind Melt Ai Labs,2-5 Yrs,Remote,15-20 Lacs PA,15-20 ,15,20 ,17.5,2-5 ,2,5 ,3.5
VP - Senior Technology Head,Poiesis Intel,11-18 Yrs,Pune,50-75 Lacs PA,50-75 ,50,75 ,62.5,11-18 ,11,18 ,14.5
"Business Analyst, Bangalore, Hybrid",Archangel Hr Solutions,2-7 Yrs,"Hybrid - Hyderabad/Secunderabad, Bangalore/ Bengaluru, Karnataka, Delhi / NCR",8-10 Lacs PA,8-10 ,8,10 ,9.0,2-7 ,2,7 ,4.5
Senior Developer,SRS Infoway,6-10 Yrs,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru",4-8 Lacs PA,4-8 ,4,8 ,6.0,6-10 ,6,10 ,8.0
Business Analyst - New Business Unit,Iinsight Consulting,3-5 Yrs,"Bangalore/Bengaluru, Mumbai (All Areas)",25-30 Lacs PA,25-30 ,25,30 ,27.5,3-5 ,3,5 ,4.0
Business Analyst,Altvu,6-11 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",13-23 Lacs PA,13-23 ,13,23 ,18.0,6-11 ,6,11 ,8.5
Business Analyst,Integrated Personnel Services,3-8 Yrs,"Pune, Chennai, Mumbai (All Areas)",5-8.5 Lacs PA,5-8.5 ,5,8.5 ,6.75,3-8 ,3,8 ,5.5
Business Analyst,Manpowergroup Services India,4-6 Yrs,"Chennai, Mumbai (All Areas)",14-17 Lacs PA,14-17 ,14,17 ,15.5,4-6 ,4,6 ,5.0
Fare Analyst,Brightsun Travel Private Limited,2-6 Yrs,"Gurgaon/ Gurugram, Haryana",2.5-3.5 Lacs PA,2.5-3.5 ,2.5,3.5 ,3.0,2-6 ,2,6 ,4.0
Conformance Analyst,SGS India,1-3 Yrs,Thane,2-4 Lacs PA,2-4 ,2,4 ,3.0,1-3 ,1,3 ,2.0
Business Analyst,Newgen,1-5 Yrs,Noida,5.5-12 Lacs PA,5.5-12 ,5.5,12 ,8.75,1-5 ,1,5 ,3.0
Business Analyst,VALUEADD SOFTTECH & SYSTEMS (VAST),4-8 Yrs,Pune,6.5-12 Lacs PA,6.5-12 ,6.5,12 ,9.25,4-8 ,4,8 ,6.0
Business Analyst,Sycamore (i) Consultancy Services,3-5 Yrs,"Navi Mumbai, Maharashtra",18-20 Lacs PA,18-20 ,18,20 ,19.0,3-5 ,3,5 ,4.0
Analyst,Spectrum Talent Management,1-3 Yrs,Hyderabad/Secunderabad,5-15 Lacs PA,5-15 ,5,15 ,10.0,1-3 ,1,3 ,2.0
Business Analyst,Selective Global Search,5-10 Yrs,"Pune, Maharashtra",5-15 Lacs PA,5-15 ,5,15 ,10.0,5-10 ,5,10 ,7.5
Business Analyst,TARANTULA.NET,1-3 Yrs,"Hyderabad/ Secunderabad, Telangana",2-5 Lacs PA,2-5 ,2,5 ,3.5,1-3 ,1,3 ,2.0
"Business Analyst, Fintech Experience",Bizionic Technologies & Marketing Solutions,2-5 Yrs,Hyderabad/Secunderabad(Somajiguda),3-6 Lacs PA,3-6 ,3,6 ,4.5,2-5 ,2,5 ,3.5
Azure Developer,Cognizant,5-10 Yrs,"Temp. WFH - Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4.5-9.5 Lacs PA,4.5-9.5 ,4.5,9.5 ,7.0,5-10 ,5,10 ,7.5
Teradata Developer,Cognizant,6-11 Yrs,"Temp. WFH - Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-12 Lacs PA,5-12 ,5,12 ,8.5,6-11 ,6,11 ,8.5
Conversational AI,Tech Mahindra,8-12 Yrs,"Pune, Bangalore/Bengaluru",20-30 Lacs PA,20-30 ,20,30 ,25.0,8-12 ,8,12 ,10.0
Scala and Java experts- Coforge is hiring !,Coforge,4-9 Yrs,"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR",15-30 Lacs PA,15-30 ,15,30 ,22.5,4-9 ,4,9 ,6.5
Spark Scala Developer,Wipro,3-6 Yrs,"Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",5-9 Lacs PA,5-9 ,5,9 ,7.0,3-6 ,3,6 ,4.5
Hiring For Product Operational Role in Bangalore- Immediate Joiners,Netscribes,1-6 Yrs,Bangalore/Bengaluru(Bellandur),1-2.5 Lacs PA,1-2.5 ,1,2.5 ,1.75,1-6 ,1,6 ,3.5
Cognizant Technology Solution is hiring For Palantir Developer,Cognizant,7-12 Yrs,"Bangalore/ Bengaluru, Karnataka",8-18 Lacs PA,8-18 ,8,18 ,13.0,7-12 ,7,12 ,9.5
Kafka Developer,Tech Mahindra,10-15 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",15-25 Lacs PA,15-25 ,15,25 ,20.0,10-15 ,10,15 ,12.5
Palantir Developer,Cognizant,6-11 Yrs,Bangalore/Bengaluru,20-30 Lacs PA,20-30 ,20,30 ,25.0,6-11 ,6,11 ,8.5
BigData Developer (8 To 10 years) : Immediate joiners @Onsite Location,ITC Infotech,8-10 Yrs,"Saudi Arabia, Bangalore/Bengaluru",8-15 Lacs PA,8-15 ,8,15 ,11.5,8-10 ,8,10 ,9.0
Software Engineer II ( JAVA) -Top Netherlands Based Client- Delhi/ NCR,Hrhonchos Consulting Solutions,2-5 Yrs,"Noida, Ghaziabad, Delhi / NCR",10-15 Lacs PA,10-15 ,10,15 ,12.5,2-5 ,2,5 ,3.5
Senior Analytics Engineer,Kaygen Consulting,6-11 Yrs,Remote,15-30 Lacs PA,15-30 ,15,30 ,22.5,6-11 ,6,11 ,8.5
Machine Learning Engineer (Databricks),CNH Industrial,5-10 Yrs,"Hybrid - Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",20-30 Lacs PA,20-30 ,20,30 ,25.0,5-10 ,5,10 ,7.5
Graph Database Engineer Bangalore German company,Sahana Information,2-7 Yrs,Bangalore/Bengaluru,7-14 Lacs PA,7-14 ,7,14 ,10.5,2-7 ,2,7 ,4.5
MLOps Engineer,Sciente Consulting,6-10 Yrs,Remote,15-20 Lacs PA,15-20 ,15,20 ,17.5,6-10 ,6,10 ,8.0
Openings For GCP Engineers - Chennai OMR,Relevantz Technology Services,4-8 Yrs,"Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu(OMR), Bangalore/ Bengaluru, Karnataka",9-18 Lacs PA,9-18 ,9,18 ,13.5,4-8 ,4,8 ,6.0
Azure Engineer,Manpowergroup Services India,2-7 Yrs,Hybrid - Chennai,13-15 Lacs PA,13-15 ,13,15 ,14.0,2-7 ,2,7 ,4.5
Senior Manager Analytics,Vbeyond Corporation,8-13 Yrs,"Hybrid - Bangalore/ Bengaluru, Karnataka",18-25 Lacs PA,18-25 ,18,25 ,21.5,8-13 ,8,13 ,10.5
Risk Analyst,I - Insight Consulting,5-8 Yrs,"Hybrid - Bangalore/ Bengaluru, Karnataka",22.5-30 Lacs PA,22.5-30 ,22.5,30 ,26.25,5-8 ,5,8 ,6.5
Supply Chain Analyst,Factspan Analytics,6-11 Yrs,Bangalore/Bengaluru,10-18 Lacs PA,10-18 ,10,18 ,14.0,6-11 ,6,11 ,8.5
Opportunity For Cypress Automation(Sr. SDET),News Technology Services,3-7 Yrs,Hybrid - Bangalore/Bengaluru,17-25 Lacs PA,17-25 ,17,25 ,21.0,3-7 ,3,7 ,5.0
Hiring For Product Analyst,Value Innovation,3-6 Yrs,"Pune, Maharashtra",15-25 Lacs PA,15-25 ,15,25 ,20.0,3-6 ,3,6 ,4.5
Speech Analyst,Foundever,3-5 Yrs,"Temp. WFH - Hyderabad/ Secunderabad, Telangana, Gurgaon/ Gurugram, Haryana, Chennai, Mumbai (All Areas)",50000-3 Lacs PA,0.5-3 ,0.5,3 ,1.75,3-5 ,3,5 ,4.0
Business Analyst,Spinny,2-4 Yrs,"Gurgaon/ Gurugram, Haryana",7-11 Lacs PA,7-11 ,7,11 ,9.0,2-4 ,2,4 ,3.0
Business Analyst,Mahaveer Finance India Limited,2-3 Yrs,Chennai,5-5.5 Lacs PA,5-5.5 ,5,5.5 ,5.25,2-3 ,2,3 ,2.5
Business Analyst,Paramaah It Services Llp,3-6 Yrs,"Mysore/ Mysuru, Karnataka",5-12 Lacs PA,5-12 ,5,12 ,8.5,3-6 ,3,6 ,4.5
Urgent Opening For a Business Analyst Role,KRBL Limited,1-4 Yrs,Noida,12-18 Lacs PA,12-18 ,12,18 ,15.0,1-4 ,1,4 ,2.5
Business Analyst - Shipping Domain OR TOS (Logistic Domain) ONLY,Intech Creative Services,4-8 Yrs,"Hybrid - Gandhinagar, Gujarat, Pune, Maharashtra",50000-3 Lacs PA (Including Variable: 8.0%),0.5-3   ,0.5,3   ,1.75,4-8 ,4,8 ,6.0
Business Analyst,SEW Engineering,3-8 Yrs,"Noida, Uttar Pradesh",4-9 Lacs PA,4-9 ,4,9 ,6.5,3-8 ,3,8 ,5.5
Business Analyst,Futureheights Training Consultant Private,1-5 Yrs,"Jaipur, Rajasthan",3-6 Lacs PA,3-6 ,3,6 ,4.5,1-5 ,1,5 ,3.0
NVH analyst | Pune | On site,Autoone Engineering Services,3-7 Yrs,"Pune, Maharashtra",9.5-17 Lacs PA,9.5-17 ,9.5,17 ,13.25,3-7 ,3,7 ,5.0
Business Analyst,Svs Facility Management Services,5-10 Yrs,"Hyderabad/ Secunderabad, Telangana(Madhapur)",3-7 Lacs PA,3-7 ,3,7 ,5.0,5-10 ,5,10 ,7.5
Business Analyst,Vedic Systems,3-6 Yrs,Hyderabad/Secunderabad,50000-3 Lacs PA,0.5-3 ,0.5,3 ,1.75,3-6 ,3,6 ,4.5
Business Analyst. (Fintech),Talent Focuz,4-6 Yrs,Chennai,5-10 Lacs PA,5-10 ,5,10 ,7.5,4-6 ,4,6 ,5.0
Business Analyst cum Project co-ordinater,NetCreativeMind,4-9 Yrs,Delhi / NCR(Okhla),5-10 Lacs PA,5-10 ,5,10 ,7.5,4-9 ,4,9 ,6.5
Business Analyst,Ivy Comptech,3-8 Yrs,Hyderabad/Secunderabad,5-14 Lacs PA,5-14 ,5,14 ,9.5,3-8 ,3,8 ,5.5
Business Analyst,Programmers io,3-7 Yrs,Remote,14-20 Lacs PA,14-20 ,14,20 ,17.0,3-7 ,3,7 ,5.0
Business Analyst,Programmers io,3-7 Yrs,Remote,13-20 Lacs PA,13-20 ,13,20 ,16.5,3-7 ,3,7 ,5.0
Business Analyst,Spml Infra,10-20 Yrs,Kolkata,10-15 Lacs PA,10-15 ,10,15 ,12.5,10-20 ,10,20 ,15.0
Business Analyst(Shipping And Freight Forwarding),Information Dynamics (ID),6-11 Yrs,Remote,7-13 Lacs PA,7-13 ,7,13 ,10.0,6-11 ,6,11 ,8.5
Business Analyst/Work from Office,GR Engineering Projects,5-10 Yrs,"Nasik/ Nashik, Maharashtra, Pune, Maharashtra, Mumbai (All Areas)",14-16 Lacs PA,14-16 ,14,16 ,15.0,5-10 ,5,10 ,7.5
Business Analyst,KFintech,2-3 Yrs,Hyderabad/Secunderabad,7-8 Lacs PA,7-8 ,7,8 ,7.5,2-3 ,2,3 ,2.5
Business Analyst-HRMS,Information Dynamics (ID),5-10 Yrs,Chennai,7-13 Lacs PA,7-13 ,7,13 ,10.0,5-10 ,5,10 ,7.5
Business Analyst,CES Information Technologies & BPS,10-20 Yrs,Hyderabad/Secunderabad,15-30 Lacs PA,15-30 ,15,30 ,22.5,10-20 ,10,20 ,15.0
Opportunity with an US Based MNC,Metaphor Infotech,4-7 Yrs,"Hybrid - Noida, Uttar Pradesh, Hyderabad/ Secunderabad, Telangana, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Greater Noida, Uttar Pradesh",7-17 Lacs PA,7-17 ,7,17 ,12.0,4-7 ,4,7 ,5.5
Bi Project Manager-Immediate Joiners Only,Infogain,12-15 Yrs,Bangalore/Bengaluru(Electronics City Phase 1),14-22.5 Lacs PA,14-22.5 ,14,22.5 ,18.25,12-15 ,12,15 ,13.5
"Associate Director, Digital Pre-sales and Solution Architect",Firstsource,8-13 Yrs,Hybrid - Bangalore/Bengaluru,30-40 Lacs PA,30-40 ,30,40 ,35.0,8-13 ,8,13 ,10.5
Senior Ruby on Rails Engineer,Velotio Technologies,4-9 Yrs,Hybrid - Pune,14-24 Lacs PA,14-24 ,14,24 ,19.0,4-9 ,4,9 ,6.5
Researh Associate (Software Programmer),"Procurement Research Centre, Arun Jaitely National Institute of Financial Management, Min Of Finance",1-4 Yrs,Delhi / NCR,50000-70000 PA,0.5-0.7 ,0.5,0.7 ,0.6,1-4 ,1,4 ,2.5
Senior Software Engineer & Senior Database Architect/Engineer,Prss Group,8-13 Yrs,"Chennai, Coimbatore",25-35 Lacs PA,25-35 ,25,35 ,30.0,8-13 ,8,13 ,10.5
Machine learning Engineer Required,Nobreza Consulting Private Limited,6-10 Yrs,"Hybrid - Pune, Delhi / NCR",6-12 Lacs PA,6-12 ,6,12 ,9.0,6-10 ,6,10 ,8.0
Machine learning Engineer Required,Nobreza Consulting Private Limited,6-10 Yrs,"Hybrid - Pune, Delhi / NCR",6-12 Lacs PA,6-12 ,6,12 ,9.0,6-10 ,6,10 ,8.0
Machine Learning Engineer,Spritle Software,2-5 Yrs,Chennai(Porur),1-5 Lacs PA,1-5 ,1,5 ,3.0,2-5 ,2,5 ,3.5
Tech Lead (DB & ETL) - Developer,Ugam Solutions Sez,7-11 Yrs,"Hybrid - Bangalore/ Bengaluru, Karnataka, Delhi / NCR, Mumbai (All Areas)",15-25 Lacs PA,15-25 ,15,25 ,20.0,7-11 ,7,11 ,9.0
Sr Outsystem Developer,Inchcape Shipping Services,7-12 Yrs,Remote,19-32.5 Lacs PA,19-32.5 ,19,32.5 ,25.75,7-12 ,7,12 ,9.5
Business Analyst,Umanu,3-5 Yrs,"Chandigarh, Chandigarh, Ahmedabad, Gujarat",10-15 Lacs PA,10-15 ,10,15 ,12.5,3-5 ,3,5 ,4.0
".Net Core, Angular- Business Analyst",Krazy Mantra,5-7 Yrs,Coimbatore,15-20 Lacs PA,15-20 ,15,20 ,17.5,5-7 ,5,7 ,6.0
Business Analyst,Cygnus A D Management Consulting Llp,2-4 Yrs,Remote,5.5-14 Lacs PA,5.5-14 ,5.5,14 ,9.75,2-4 ,2,4 ,3.0
Business Analyst,Aithent,1-3 Yrs,"Hybrid - Gurgaon/ Gurugram, Haryana",1-5 Lacs PA,1-5 ,1,5 ,3.0,1-3 ,1,3 ,2.0
Looking For Business Analyst (Gurugram Location),MEC Intelligence,1-2 Yrs,"Gurgaon/ Gurugram, Haryana",5-7 Lacs PA,5-7 ,5,7 ,6.0,1-2 ,1,2 ,1.5
Business Analyst,Mount Talent Consulting Private Limited,6-11 Yrs,"Mumbai, Chennai",5.5-12 Lacs PA,5.5-12 ,5.5,12 ,8.75,6-11 ,6,11 ,8.5
Urgent Opening For Business Analyst,AIS Technolabs,1-3 Yrs,Ahmedabad,2-5 Lacs PA,2-5 ,2,5 ,3.5,1-3 ,1,3 ,2.0
Business Analyst,Prominent Network Search,1-4 Yrs,Noida,4-6 Lacs PA,4-6 ,4,6 ,5.0,1-4 ,1,4 ,2.5
Business Analyst,White Force Outsourcing Pvt Ltd,6-11 Yrs,Ahmedabad,10-14 Lacs PA,10-14 ,10,14 ,12.0,6-11 ,6,11 ,8.5
Business Analyst,White Force Outsourcing Pvt Ltd,6-11 Yrs,Ahmedabad,12-16 Lacs PA,12-16 ,12,16 ,14.0,6-11 ,6,11 ,8.5
Business Analyst,Datadynamx Pvt Ltd,1-2 Yrs,Pune,1.75-3.5 Lacs PA,1.75-3.5 ,1.75,3.5 ,2.625,1-2 ,1,2 ,1.5
Business Analyst,Place Elements Hr,3-5 Yrs,"Kochi/ Cochin, Kerala",4.5-9.5 Lacs PA,4.5-9.5 ,4.5,9.5 ,7.0,3-5 ,3,5 ,4.0
Onbase Techinal Analyst (Max NP- 30 Days),Rattan Enterprises,5-10 Yrs,Remote,13-23 Lacs PA,13-23 ,13,23 ,18.0,5-10 ,5,10 ,7.5
Onbase Business Analyst (NP- MAx 30 Days),Rattan Enterprises,5-10 Yrs,Remote,12-22 Lacs PA,12-22 ,12,22 ,17.0,5-10 ,5,10 ,7.5
Business Analyst :Energy Distribution Domain,Dev Solutions,5-10 Yrs,New Delhi,30-45 Lacs PA,30-45 ,30,45 ,37.5,5-10 ,5,10 ,7.5
Business Analyst,Kreate Energy,3-5 Yrs,Delhi / NCR,4-9 Lacs PA,4-9 ,4,9 ,6.5,3-5 ,3,5 ,4.0
Business Analyst,Kreate Energy,3-5 Yrs,Delhi / NCR,4-9 Lacs PA,4-9 ,4,9 ,6.5,3-5 ,3,5 ,4.0
Business Analyst,E Connect Solutions,8-12 Yrs,Bhopal,8-12 Lacs PA,8-12 ,8,12 ,10.0,8-12 ,8,12 ,10.0
Business Analyst,Selective Global Search,2-4 Yrs,"Navi Mumbai, Maharashtra",6-12 Lacs PA,6-12 ,6,12 ,9.0,2-4 ,2,4 ,3.0
Business Analyst,Woxsen University,2-5 Yrs,Hyderabad/Secunderabad(Jubilee Hills),4-6 Lacs PA,4-6 ,4,6 ,5.0,2-5 ,2,5 ,3.5
Business Analyst,Steersman Talent Acquisition,5-10 Yrs,Noida,10-18 Lacs PA,10-18 ,10,18 ,14.0,5-10 ,5,10 ,7.5
Business Analyst,Rupa & Company Ltd,5-8 Yrs,Kolkata,8-10 Lacs PA,8-10 ,8,10 ,9.0,5-8 ,5,8 ,6.5
Business Analyst,Smarthms Solutions,2-4 Yrs,Trivandrum/Thiruvananthapuram,5-8 Lacs PA,5-8 ,5,8 ,6.5,2-4 ,2,4 ,3.0
Business Analyst,Luthra Group Company,3-8 Yrs,Surat,5-11 Lacs PA,5-11 ,5,11 ,8.0,3-8 ,3,8 ,5.5
Business Analyst,InteleANTS Virtual Workforce Pvt Ltd,5-8 Yrs,Chennai,8-15 Lacs PA,8-15 ,8,15 ,11.5,5-8 ,5,8 ,6.5
Business Analyst(Hyderabad),Krazy Mantra,10-14 Yrs,Hyderabad/Secunderabad,15-30 Lacs PA,15-30 ,15,30 ,22.5,10-14 ,10,14 ,12.0
Business Analyst,Q1 Technologies India,6-11 Yrs,Gurgaon/Gurugram,5-8 Lacs PA,5-8 ,5,8 ,6.5,6-11 ,6,11 ,8.5
Business Analyst,Insife India,3-6 Yrs,Noida,6-15 Lacs PA,6-15 ,6,15 ,10.5,3-6 ,3,6 ,4.5
Business Analyst,CIEL HR,5-10 Yrs,Madurai,7-9 Lacs PA,7-9 ,7,9 ,8.0,5-10 ,5,10 ,7.5
Business Analyst,Spectraforce Technologies (india),5-8 Yrs,Hyderabad/Secunderabad,7-14 Lacs PA,7-14 ,7,14 ,10.5,5-8 ,5,8 ,6.5
Business Analyst,E Connect Solutions,5-8 Yrs,Chandigarh,8-10 Lacs PA,8-10 ,8,10 ,9.0,5-8 ,5,8 ,6.5
Business Analyst,ITSource,5-8 Yrs,Mumbai,10-14 Lacs PA,10-14 ,10,14 ,12.0,5-8 ,5,8 ,6.5
Business Analyst (IS),Universal Education,5-10 Yrs,Mumbai Suburban,15-18 Lacs PA,15-18 ,15,18 ,16.5,5-10 ,5,10 ,7.5
Business Analyst,Scizers IoT Pvt Ltd.,1-4 Yrs,"Mohali, Punjab, Chandigarh, Chandigarh",3-4 Lacs PA,3-4 ,3,4 ,3.5,1-4 ,1,4 ,2.5
Manager Business Analyst,Talent Corner Hr Services,4-6 Yrs,Mumbai,6-7.5 Lacs PA,6-7.5 ,6,7.5 ,6.75,4-6 ,4,6 ,5.0
Azure Developer,Coforge,4-9 Yrs,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Greater Noida, Mumbai (All Areas)",15-30 Lacs PA (Including Variable: 5.0%),15-30  ,15,30  ,22.5,4-9 ,4,9 ,6.5
.Net developer,Tata Consultancy Services (TCS),4-9 Yrs,Chennai,50000-3 Lacs PA,0.5-3 ,0.5,3 ,1.75,4-9 ,4,9 ,6.5
SAP BODS with Hexaware!!,Hexaware Technologies,6-11 Yrs,"Hybrid - Pune, Chennai, Mumbai (All Areas)",8-18 Lacs PA,8-18 ,8,18 ,13.0,6-11 ,6,11 ,8.5
Consultant,Protiviti India,2-5 Yrs,Bangalore/Bengaluru,4-7 Lacs PA,4-7 ,4,7 ,5.5,2-5 ,2,5 ,3.5
Tableau Developer,Evoke HR,5-10 Yrs,Bangalore/Bengaluru,10-20 Lacs PA,10-20 ,10,20 ,15.0,5-10 ,5,10 ,7.5
Hadoop Developer,Burgeon It Services,5-10 Yrs,Hybrid - Bangalore/Bengaluru,10-20 Lacs PA,10-20 ,10,20 ,15.0,5-10 ,5,10 ,7.5
Kafka Developer,Adila It Consultancy Services,6-9 Yrs,Bangalore/Bengaluru,5-12 Lacs PA,5-12 ,5,12 ,8.5,6-9 ,6,9 ,7.5
Advanced Scala Functional Programming Expert - Product MNC,Macrohire,6-11 Yrs,Bangalore/Bengaluru,30-40 Lacs PA,30-40 ,30,40 ,35.0,6-11 ,6,11 ,8.5
